epoch,acc,loss,lr,top_k_cat_accuracy,val_acc,val_loss,val_top_k_cat_accuracy
0,0.06595744682753339,4.3940085043805714,0.001,0.13361702128927758,0.0625,5.8702202297392345,0.125
1,0.107234042591237,3.8349270960625184,0.001,0.22212765962519546,0.010622154779969651,11.716491693430134,0.027314112291350532
2,0.1544680851444285,3.3689857840030752,0.001,0.3251063830294508,0.03490136570561457,8.78994424064532,0.08801213960546282
3,0.22297872341693717,2.938730626816445,0.001,0.43617021276595747,0.13808801213960548,4.296351021085053,0.30045523520485584
4,0.2842060810810811,2.6072241003448897,0.001,0.5143581081081081,0.26100151745068284,2.77524149580682,0.48710166920705705
5,0.345626072105065,2.3296143551633453,0.001,0.5969125214919422,0.17905918039573704,3.845013843501645,0.3444613046457988
6,0.4042553192250272,2.085756678479783,0.001,0.6578723403748046,0.2518968131726718,3.1088137590469107,0.47496206404949354
7,0.4404255319402573,1.8994221244974339,0.001,0.700851063931242,0.3975720789978826,2.16685981978415,0.6509863433056428
8,0.48340425535719445,1.73089133364089,0.001,0.7361702127913211,0.24734446131631346,3.8106545142953783,0.4855842185242042
9,0.5131914893617021,1.5512720531098385,0.001,0.7863829786726769,0.4142640364640399,2.3690676801302364,0.6449165407551257
10,0.554042553216853,1.4582952994488656,0.001,0.7987234042045918,0.41122913514355786,2.412574884200494,0.6206373291963511
11,0.5853040540540541,1.3184212148189545,0.001,0.8306587837837838,0.38998482531227724,2.6602833506189096,0.6221547802862158
12,0.6174957119375722,1.169785896868894,0.001,0.8636363635341259,0.35963581210745665,2.6373026653197176,0.5811836114421781
13,0.6378723404255319,1.1540133682210394,0.001,0.8736170211244136,0.3611532623832975,2.947160490365962,0.5599393022892508
14,0.6876595744173577,0.9659627284394934,0.001,0.9068085106890252,0.3490136570674516,3.0092176949670355,0.6160849768764514
15,0.7199999998985452,0.8772112811879909,0.001,0.917021276646472,0.3550834598101687,3.1381679847497317,0.605462822774835
16,0.7131914895138842,0.8823257375270762,0.001,0.9221276596251955,0.4567526556291421,2.4571435172930474,0.6783004555969933
17,0.7263829787234043,0.8333698217919532,0.001,0.9204255319656209,0.44309559948346683,2.989077998944226,0.6631259487684652
18,0.7446808511652845,0.7711861955358627,0.001,0.9336170211244137,0.4203338391954512,2.8075461011374303,0.6570561462179482
19,0.7748936168690945,0.6886080703329532,0.001,0.9480851063829787,0.4552352049462893,2.361171405123651,0.676783005366376
20,0.7804054054054054,0.6544041863164386,0.001,0.950168918918919,0.40667678332111723,3.0701265139717253,0.6540212446713484
21,0.7967409947519646,0.600471421156085,0.001,0.9596912519907256,0.5311077393150474,2.1732422245471357,0.7572078904722095
22,0.8208510637283325,0.5424519110740499,0.001,0.9634042552176942,0.4419642857142857,2.817232614471799,0.6875
23,0.8327659573453537,0.5184211237379845,0.001,0.9697872340425532,0.4522003033544659,2.6229700054492864,0.6934749613401561
24,0.8399999998478179,0.49745156214592307,0.001,0.9659574468085106,0.3657056148840914,4.1392224084625475,0.590288315539295
25,0.848085106433706,0.4605167191586596,0.001,0.971063829787234,0.38391502285220735,3.3528494635916264,0.6540212448522426
26,0.8438297872847699,0.45717838196044275,0.001,0.9748936170212766,0.4688922615442001,2.8385714891286105,0.6980273149263153
27,0.8668085106382979,0.40842124527439155,0.001,0.9795744680851064,0.5250379361314007,2.6864978930657117,0.73899848245887
28,0.8689361701113112,0.3918342612144795,0.001,0.9782978723404255,0.4400606976655257,2.9143331387336047,0.6858877090112573
29,0.8923404253797328,0.3428330997203259,0.001,0.9851063828265413,0.46130500722546497,2.9040142002887177,0.7132018214835021
30,0.8741554054054054,0.3771892232266632,0.001,0.9805743243243243,0.4597875569948477,3.1558415361528875,0.6874051586087448
31,0.857021276646472,0.4426300029551729,0.001,0.9723404253797329,0.4946889218864383,2.6202809561004408,0.7420333842768112
32,0.8683533445128446,0.3961107863774635,0.001,0.981989708251446,0.4430955992121255,2.7187257171219867,0.6949924131083741
33,0.8918918918918919,0.32822465604624235,0.001,0.9869087837837838,0.4871016688339627,2.895711196210569,0.7329286801344708
34,0.9352487136017192,0.20473324697892825,0.000100000005,0.9927101199152539,0.6236722305620567,1.8436165601241208,0.8315629734797615
35,0.9611486486486487,0.12290048735165918,0.000100000005,0.9966216216216216,0.6221547792460741,1.7509557517056038,0.8209408186997919
36,0.9744680849542009,0.10040545256848031,0.000100000005,0.9974468085106383,0.6312594833431909,1.6846426571627489,0.8330804241626143
37,0.9757446808510638,0.08482067632548353,0.000100000005,0.9982978723404256,0.6555386942688358,1.6417182692989414,0.8376327766634083
38,0.9774468085106383,0.07886730223260027,0.000100000005,0.9991489361702127,0.6373292860746022,1.6633228155839426,0.8361153259805555
39,0.9804255319148936,0.07951218778782702,0.000100000005,0.9982978723404256,0.6449165394888662,1.6419350728279543,0.8391502273462611
40,0.9845626072041166,0.060653149578432784,0.000100000005,0.9995711835334476,0.6358118353917493,1.6903939757253041,0.8391502273462611
41,0.983404255319149,0.06051713965674664,0.000100000005,0.9995744680851064,0.6221547792460741,1.6938143214253265,0.8285280725662915
42,0.9799999998985452,0.07382854639849765,0.000100000005,0.9982978723404256,0.6176024278306455,1.7587976958574403,0.8315629739319971
43,0.9846808510638297,0.05520673005504811,0.000100000005,0.9987234042553191,0.6297420326603381,1.7461617872096338,0.8285280731994212
44,0.9877533783783784,0.05060697669113005,0.000100000005,0.9991554054054054,0.6339285714285714,1.7616524951798576,0.8392857142857143
45,0.9889361702127659,0.05080234631578973,0.000100000005,0.9982978723404256,0.6191198778803685,1.893040148730705,0.8194233691023044
46,0.9859574468085106,0.05443265101059954,0.000100000005,0.9982978723404256,0.6191198778803685,1.775372327188078,0.8345978752977027
47,0.987659574468085,0.052297370750853354,0.000100000005,0.9995744680851064,0.6221547792460741,1.8525194000220986,0.8285280725662915
48,0.9879931389365352,0.04860311931583832,0.000100000005,0.9987135506003431,0.638846736757455,1.7917480139522524,0.8330804246148499
49,0.9907094594594594,0.04133889189531171,0.000100000005,0.9991554054054054,0.6251896806117797,1.8013955479507562,0.8361153259805555
50,0.9892795883361921,0.0432605585243112,0.000100000005,0.9982847341337907,0.6525037929031302,1.7359834162345966,0.8391502273462611
51,0.9864864864864865,0.04360800181402246,0.000100000005,0.9995777027027027,0.638846736757455,1.7967542238047343,0.8376327772965381
52,0.9919148936170212,0.035035395377335396,0.000100000005,1.0,0.6600910463173943,1.708916985391666,0.8528072845773017
53,0.9893617019754775,0.038029145693525356,0.000100000005,0.9987234041031371,0.638846736757455,1.7828423680231675,0.8512898338944489
54,0.9889361702634933,0.04673447329313197,0.000100000005,0.9974468083584562,0.6251896806117797,1.9967543073055054,0.8209408197851572
55,0.9893617021783869,0.03792229645429773,0.000100000005,1.0,0.6525037939884956,1.7903788809711185,0.8482549325287433
56,0.9884219554030875,0.0397682497717159,0.000100000005,0.9995711835334476,0.6418816381231606,1.8234444279591122,0.8361153270659208
57,0.9919148934648392,0.034189183407641474,0.000100000005,0.9991489361702127,0.6236722311951864,1.9334251424792324,0.8300455232491443
58,0.9919763513513513,0.028852812986745423,0.000100000005,0.9991554054054054,0.6267071319277623,1.9197142782630978,0.8285280725662915
59,0.9914893615499456,0.03331252003286747,0.000100000005,0.9987234042553191,0.6373292867077319,1.8533516780378605,0.8376327766634083
60,0.9931914893617021,0.030965976575587657,0.000100000005,0.9991489361702127,0.6433990894391431,1.8410625533739244,0.8406676775768783
61,0.9906382977201583,0.03365974678638134,0.000100000005,0.9995744680851064,0.644916540121996,1.880341619931512,0.8391502284316265
62,0.991063829635052,0.030160633677497824,0.000100000005,0.9995744680851064,0.6342943853420263,1.878103922278096,0.8437025793948195
63,0.9906382979230678,0.034777465608525786,0.000100000005,0.9995744680851064,0.6282245826106151,1.9157817247966715,0.8391502279793909
64,0.991063829635052,0.02978288933951804,1.0000001e-05,0.9991489361702127,0.6327769352923033,1.8630079539303352,0.8467374813936549
65,0.9897872340932805,0.035967605882819664,1.0000001e-05,0.9991489361702127,0.6251896818780392,1.8771284657653438,0.8452200307108021
66,0.9919148936170212,0.025259355748111896,1.0000001e-05,0.9995744680851064,0.6309523809523809,1.8387500700496493,0.8482142857142857
67,0.9957446806988818,0.02423241992897176,1.0000001e-05,0.9995744680851064,0.6236722305620567,1.9111212323757514,0.8376327772965381
68,0.9944680850049282,0.023472649845037056,1.0000001e-05,1.0,0.619119879146628,1.8642333212318478,0.8391502279793909
69,0.9906382978723405,0.03288599706076561,1.0000001e-05,0.9982978723404256,0.6176024284637752,1.918022803724807,0.8406676786622437
70,0.9897872340932805,0.032531517511035536,1.0000001e-05,0.9995744680851064,0.6342943859751561,1.8860903495360217,0.8391502279793909
71,0.9957446806988818,0.021590818219045377,1.0000001e-05,0.9991489360180307,0.6418816387562903,1.8191124144743716,0.8482549320765077
72,0.994468085106383,0.02579496379941702,1.0000001e-05,0.9991489361702127,0.6433990894391431,1.8343802388412638,0.8421851293450965
73,0.9936170212765958,0.02360495590624657,1.0000001e-05,0.9995744680851064,0.6418816387562903,1.8556164324012259,0.8482549320765077
74,0.9927659574468085,0.02529914966685341,1.0000001e-05,0.9995744680851064,0.6570561455848184,1.7646819919302539,0.8497723827593605
75,0.9923404255319149,0.02878454661749779,1.0000001e-05,0.9991489361702127,0.644916540121996,1.8178004465985913,0.8482549320765077
76,0.9927659574468085,0.026340159854673324,1.0000001e-05,0.9995744680851064,0.6342943853420263,1.8886084010279052,0.8406676786622437
77,0.9936170212765958,0.027244321000068746,1.0000001e-05,0.9995744680851064,0.6358118360248791,1.8732653713371035,0.8391502279793909
78,0.9948936170212765,0.024002112605153246,1.0000001e-05,1.0,0.6433990894391431,1.8098803087503668,0.8497723827593605
79,0.997043918918919,0.015784176327665714,1.0000001e-05,1.0,0.6342943853420263,1.9025306734221115,0.8406676786622437
80,0.9922813034487016,0.0249531052966313,1.0000001e-05,1.0,0.6373292867077319,1.8878065197529308,0.8406676786622437
81,0.9953191487839882,0.019884792439481044,1.0000001e-05,0.9995744680851064,0.6464339908048488,1.8492076205194268,0.8452200307108021
82,0.9919148936170212,0.022580967272849792,1.0000001e-05,1.0,0.6388467373905847,1.8552925561375249,0.8437025800279493
83,0.9966216216216216,0.020556564474276996,1.0000001e-05,0.9995777027027027,0.644916540121996,1.8493053330637073,0.8406676786622437
84,0.9965694682675815,0.018435346389167,1.0000001e-05,1.0,0.6373292867077319,1.8745733291498627,0.8391502279793909
85,0.9923404255826422,0.025471194101140855,1.0000001e-05,0.9995744680851064,0.6373292867077319,1.8284519966889585,0.8406676786622437
86,0.9949324324324325,0.022801726505890286,1.0000001e-05,0.9991554054054054,0.6312594839763207,1.8696718660942158,0.8452200307108021
87,0.9974271010473293,0.01672754861816994,1.0000001e-05,1.0,0.6297420332934679,1.8561444655173827,0.8467374813936549
